chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr17	1735869	1736160	0.88	0.92	0.93	0.89	0.82	0.92	0.80	0.97	0.91	0.95	0.94	0.04	0.94	0.95	0.90	0.91	0.92	0.63	0.95	0.93	0.93	0.94	0.94	0.96	0.97	0.97	0.96	0.93	0.90	0.89	0.94	0.97	0.96	0.81	0.93	0.88	0.95	0.96	0.94
chr17	1744052	1744489	0.89	0.90	0.84	0.79	0.87	0.85	0.76	0.95	0.78	0.92	0.92	0.05	0.94	0.89	0.95	0.93	0.94	0.84	0.91	0.95	0.91	0.72	0.89	0.93	0.94	0.95	0.87	0.91	0.89	0.90	0.94	0.90	0.95	0.91	0.93	0.94	0.90	0.91	0.92
chr17	1745475	1745816	0.92	0.94	0.86	0.93	0.94	0.93	0.88	0.96	0.88	0.94	0.96	0.06	0.92	0.95	0.93	0.93	0.94	0.90	0.94	0.97	0.94	0.81	0.94	0.96	0.95	0.95	0.93	0.84	0.90	0.90	0.94	0.94	0.95	0.90	0.91	0.94	0.92	0.87	0.84
chr17	1807772	1808522	0.88	0.92	0.91	0.91	0.89	0.88	0.86	0.94	0.69	0.95	0.94	0.94	0.96	0.92	0.88	0.64	0.65	0.95	0.95	0.96	0.95	0.81	0.96	0.96	0.97	0.97	0.95	0.94	0.92	0.93	0.89	0.96	0.95	0.94	0.91	0.94	0.94	0.94	0.12
chr17	1888891	1889165	0.93	0.92	0.93	0.74	0.93	0.90	0.80	0.07	0.90	0.97	0.95	0.97	0.94	0.90	0.89	0.89	0.91	0.96	0.95	0.92	0.91	0.84	0.96	0.98	0.97	0.96	0.95	0.92	0.93	0.94	0.93	0.94	0.96	0.88	0.95	0.96	0.94	0.95	0.94
chr17	1896139	1896344	0.88	0.91	0.81	0.88	0.83	0.89	0.83	0.93	0.92	0.95	0.95	0.93	0.90	0.93	0.80	0.87	0.88	0.92	0.93	0.95	0.94	0.90	0.92	0.93	0.94	0.92	0.86	0.89	0.76	0.23	0.81	0.92	0.96	0.93	0.88	0.89	0.77	0.92	0.93
chr17	1945642	1945972	0.95	0.94	0.92	0.88	0.93	0.92	0.86	0.94	0.81	0.96	0.95	0.97	0.94	0.90	0.93	0.95	0.87	0.94	0.94	0.98	0.94	0.71	0.92	0.95	0.95	0.98	0.95	0.90	0.91	0.94	0.95	0.93	0.15	0.91	0.95	0.93	0.93	0.95	0.94
chr17	2132140	2132473	0.95	0.96	0.80	0.90	0.93	0.92	0.93	0.96	0.93	0.96	0.96	0.97	0.98	0.96	0.97	0.95	0.96	0.97	0.96	0.98	0.97	0.82	0.96	0.98	0.96	0.97	0.94	0.18	0.61	0.91	0.94	0.96	0.97	0.98	0.95	0.93	0.96	0.96	0.96
chr17	2300059	2300276	0.91	0.92	0.90	0.90	0.87	0.72	0.92	0.91	0.89	0.94	0.91	0.95	0.90	0.91	0.90	0.91	0.91	0.94	0.91	0.95	0.95	0.90	0.95	0.96	0.80	0.02	0.94	0.96	0.93	0.88	0.94	0.93	0.94	0.93	0.91	0.89	0.92	0.92	0.96
chr17	2316702	2316870	0.93	0.91	0.89	0.89	0.91	0.87	0.88	0.94	0.91	0.90	0.91	0.87	0.95	0.90	0.90	0.94	0.91	0.76	0.87	0.93	0.87	0.76	0.92	0.94	0.96	0.95	0.92	0.23	0.10	0.68	0.84	0.65	0.92	0.90	0.90	0.83	0.73	0.89	0.86
chr17	2328874	2329623	0.92	0.94	0.91	0.91	0.91	0.80	0.88	0.95	0.89	0.95	0.93	0.97	0.96	0.93	0.90	0.94	0.94	0.95	0.95	0.90	0.91	0.85	0.93	0.94	0.97	0.97	0.95	0.89	0.77	0.07	0.87	0.93	0.96	0.93	0.91	0.95	0.94	0.95	0.96
chr17	2375433	2375837	0.93	0.92	0.90	0.89	0.93	0.92	0.86	0.90	0.43	0.94	0.88	0.97	0.94	0.93	0.91	0.92	0.93	0.79	0.91	0.84	0.92	0.81	0.96	0.98	0.97	0.96	0.96	0.80	0.84	0.89	0.85	0.95	0.20	0.08	0.93	0.93	0.93	0.94	0.95
chr17	2462692	2463328	0.85	0.91	0.94	0.88	0.90	0.88	0.87	0.97	0.91	0.84	0.88	0.97	0.95	0.92	0.56	0.05	0.30	0.88	0.95	0.94	0.94	0.78	0.96	0.97	0.96	0.89	0.96	0.92	0.94	0.96	0.96	0.96	0.97	0.95	0.94	0.95	0.95	0.96	0.97
chr17	2562539	2562754	0.76	0.80	0.75	0.69	0.66	0.80	0.57	0.88	0.69	0.89	0.90	0.87	0.92	0.78	0.86	0.92	0.90	0.86	0.89	0.93	0.95	0.55	0.17	0.82	0.88	0.91	0.81	0.81	0.86	0.88	0.89	0.82	0.89	0.88	0.92	0.94	0.87	0.85	0.78
chr17	2636560	2636721	0.93	0.91	0.92	0.91	0.94	0.93	0.87	0.93	0.79	0.94	0.89	0.97	0.96	0.93	0.83	0.86	0.22	0.93	0.89	0.96	0.91	0.88	0.94	0.87	0.97	0.97	0.96	0.83	0.89	0.92	0.77	0.87	0.58	0.80	0.85	0.97	0.94	0.95	0.95
chr17	2694216	2694372	0.90	0.93	0.78	0.94	0.95	0.82	0.92	0.92	0.85	0.93	0.93	0.95	0.95	0.96	0.92	0.94	0.96	0.95	0.94	0.95	0.95	0.65	0.65	0.02	0.77	0.62	0.72	0.83	0.87	0.88	0.92	0.94	0.92	0.88	0.94	0.90	0.93	0.93	0.89
chr17	2808868	2809337	0.88	0.89	0.89	0.82	0.84	0.87	0.80	0.96	0.86	0.89	0.26	0.93	0.90	0.86	0.94	0.95	0.96	0.91	0.91	0.91	0.85	0.66	0.95	0.92	0.96	0.96	0.93	0.80	0.78	0.87	0.94	0.90	0.92	0.94	0.87	0.92	0.89	0.94	0.93
chr17	2908026	2908377	0.89	0.93	0.86	0.83	0.92	0.79	0.84	0.96	0.90	0.92	0.78	0.94	0.96	0.92	0.41	0.07	0.09	0.96	0.96	0.97	0.96	0.79	0.96	0.96	0.97	0.96	0.94	0.94	0.94	0.97	0.98	0.96	0.98	0.97	0.94	0.94	0.96	0.95	0.95
chr17	2916694	2916882	0.90	0.94	0.91	0.71	0.87	0.91	0.83	0.10	0.88	0.97	0.94	0.95	0.97	0.93	0.91	0.83	0.87	0.97	0.97	0.98	0.96	0.89	0.95	0.96	0.96	0.97	0.94	0.96	0.95	0.96	0.97	0.97	0.98	0.96	0.95	0.95	0.97	0.96	0.95
chr17	2920698	2920995	0.93	0.94	0.90	0.79	0.93	0.89	0.82	0.90	0.91	0.80	0.85	0.95	0.96	0.81	0.91	0.92	0.88	0.97	0.94	0.98	0.96	0.15	0.95	0.96	0.97	0.95	0.96	0.94	0.93	0.89	0.96	0.96	0.98	0.97	0.91	0.96	0.91	0.97	0.95
chr17	2934801	2935118	0.86	0.86	0.82	0.74	0.80	0.86	0.70	0.92	0.79	0.88	0.86	0.81	0.94	0.89	0.50	0.11	0.11	0.93	0.85	0.97	0.91	0.67	0.92	0.90	0.96	0.94	0.86	0.87	0.75	0.83	0.92	0.93	0.87	0.95	0.85	0.96	0.91	0.94	0.95
chr17	2977992	2978420	0.86	0.91	0.87	0.75	0.91	0.93	0.79	0.66	0.93	0.94	0.87	0.93	0.96	0.88	0.96	0.92	0.92	0.96	0.95	0.97	0.96	0.04	0.87	0.95	0.96	0.98	0.86	0.93	0.95	0.95	0.97	0.96	0.97	0.97	0.88	0.98	0.90	0.95	0.86
chr17	3041658	3041818	0.89	0.91	0.83	0.83	0.83	0.80	0.80	0.94	0.62	0.92	0.87	0.89	0.88	0.85	0.91	0.92	0.90	0.91	0.03	0.92	0.88	0.65	0.90	0.85	0.89	0.69	0.92	0.95	0.87	0.87	0.82	0.80	0.92	0.84	0.84	0.89	0.90	0.82	0.89
chr17	3604962	3605338	0.86	0.87	0.81	0.84	0.88	0.80	0.76	0.91	0.84	0.93	0.91	0.89	0.89	0.88	0.16	0.40	0.67	0.84	0.90	0.93	0.90	0.70	0.91	0.89	0.96	0.96	0.94	0.91	0.90	0.86	0.93	0.91	0.96	0.92	0.89	0.88	0.86	0.92	0.93
chr17	3627762	3628128	0.63	0.89	0.89	0.68	0.87	0.78	0.67	0.82	0.84	0.90	0.93	0.89	0.91	0.78	0.16	0.65	0.90	0.82	0.90	0.86	0.89	0.81	0.95	0.97	0.96	0.96	0.97	0.91	0.91	0.94	0.94	0.95	0.94	0.89	0.94	0.92	0.94	0.95	0.95
chr17	3705075	3705310	0.90	0.92	0.90	0.88	0.90	0.86	0.88	0.96	0.90	0.95	0.95	0.94	0.89	0.63	0.91	0.89	0.86	0.95	0.93	0.94	0.95	0.76	0.73	0.11	0.90	0.86	0.92	0.93	0.93	0.94	0.96	0.94	0.95	0.93	0.93	0.95	0.94	0.93	0.94
chr17	3931896	3932074	0.81	0.85	0.89	0.61	0.89	0.80	0.64	0.82	0.85	0.92	0.95	0.88	0.87	0.89	0.87	0.87	0.90	0.93	0.92	0.89	0.87	0.00	0.95	0.96	0.94	0.94	0.96	0.90	0.87	0.88	0.88	0.74	0.89	0.94	0.78	0.92	0.86	0.95	0.93
chr17	4109586	4109869	0.96	0.96	0.93	0.93	0.94	0.93	0.95	0.97	0.95	0.07	0.89	0.98	0.98	0.94	0.91	0.92	0.93	0.97	0.97	0.97	0.98	0.90	0.95	0.98	0.98	0.97	0.98	0.95	0.96	0.96	0.97	0.97	0.98	0.97	0.97	0.95	0.96	0.96	0.97
chr17	4150184	4150448	0.88	0.93	0.90	0.88	0.87	0.78	0.84	0.94	0.81	0.81	0.87	0.96	0.94	0.90	0.90	0.93	0.93	0.96	0.95	0.96	0.96	0.68	0.93	0.95	0.75	0.04	0.94	0.87	0.93	0.91	0.93	0.96	0.97	0.95	0.95	0.92	0.95	0.94	0.94
chr17	4170745	4170930	0.92	0.94	0.94	0.92	0.94	0.89	0.92	0.96	0.93	0.81	0.82	0.97	0.96	0.93	0.93	0.92	0.95	0.96	0.95	0.95	0.95	0.91	0.96	0.98	0.98	0.97	0.97	0.93	0.92	0.94	0.95	0.96	0.65	0.11	0.95	0.92	0.95	0.95	0.96
chr17	4550271	4550514	0.94	0.94	0.93	0.92	0.91	0.86	0.91	0.94	0.89	0.92	0.93	0.97	0.96	0.88	0.89	0.92	0.93	0.96	0.95	0.97	0.96	0.78	0.96	0.97	0.98	0.96	0.97	0.88	0.88	0.94	0.95	0.96	0.61	0.09	0.96	0.93	0.95	0.97	0.96
chr17	4550596	4551107	0.93	0.94	0.93	0.92	0.93	0.90	0.91	0.95	0.85	0.95	0.91	0.94	0.97	0.94	0.93	0.94	0.95	0.97	0.96	0.97	0.96	0.80	0.96	0.97	0.98	0.96	0.95	0.83	0.86	0.90	0.92	0.95	0.62	0.10	0.94	0.96	0.93	0.94	0.93
chr17	4844895	4845365	0.87	0.96	0.90	0.95	0.95	0.78	0.90	0.96	0.93	0.85	0.92	0.94	0.96	0.94	0.67	0.86	0.78	0.95	0.95	0.97	0.97	0.84	0.96	0.96	0.21	0.32	0.88	0.95	0.94	0.94	0.97	0.95	0.98	0.95	0.94	0.90	0.93	0.93	0.93
chr17	5041730	5042016	0.94	0.94	0.91	0.84	0.87	0.89	0.79	0.95	0.86	0.94	0.96	0.94	0.95	0.93	0.92	0.94	0.89	0.96	0.94	0.94	0.95	0.66	0.93	0.91	0.96	0.96	0.94	0.90	0.90	0.94	0.96	0.91	0.97	0.97	0.96	0.91	0.93	0.72	0.13
chr17	6248828	6249029	0.77	0.92	0.89	0.72	0.19	0.77	0.76	0.97	0.62	0.95	0.96	0.90	0.93	0.76	0.96	0.97	0.95	0.95	0.93	0.85	0.82	0.63	0.92	0.93	0.95	0.95	0.95	0.91	0.95	0.96	0.93	0.93	0.93	0.93	0.92	0.96	0.92	0.96	0.95
chr17	6509770	6510350	0.87	0.94	0.85	0.87	0.90	0.91	0.87	0.97	0.92	0.95	0.95	0.88	0.14	0.76	0.84	0.93	0.88	0.97	0.96	0.95	0.95	0.61	0.80	0.90	0.92	0.93	0.85	0.80	0.88	0.95	0.96	0.95	0.97	0.97	0.96	0.26	0.96	0.97	0.96
chr17	6545998	6546383	0.89	0.90	0.75	0.58	0.88	0.71	0.72	0.94	0.53	0.91	0.19	0.94	0.94	0.80	0.94	0.93	0.95	0.96	0.94	0.97	0.95	0.59	0.83	0.87	0.92	0.90	0.86	0.72	0.86	0.89	0.95	0.94	0.93	0.95	0.95	0.94	0.95	0.94	0.94
chr17	6571900	6572138	0.93	0.96	0.94	0.91	0.93	0.93	0.89	0.96	0.91	0.97	0.97	0.96	0.97	0.91	0.96	0.95	0.95	0.96	0.95	0.93	0.90	0.73	0.79	0.18	0.96	0.96	0.96	0.93	0.95	0.93	0.92	0.96	0.97	0.98	0.95	0.94	0.96	0.97	0.96
chr17	6872031	6872191	0.94	0.95	0.92	0.88	0.89	0.84	0.89	0.96	0.90	0.94	0.92	0.97	0.98	0.91	0.95	0.94	0.92	0.97	0.94	0.98	0.92	0.72	0.91	0.94	0.97	0.98	0.93	0.30	0.11	0.62	0.92	0.92	0.97	0.97	0.95	0.94	0.91	0.91	0.94
chr17	7113341	7113869	0.74	0.91	0.89	0.86	0.75	0.91	0.88	0.91	0.87	0.96	0.96	0.10	0.94	0.80	0.91	0.88	0.81	0.95	0.94	0.94	0.92	0.74	0.95	0.96	0.92	0.93	0.95	0.92	0.92	0.93	0.96	0.92	0.92	0.93	0.92	0.68	0.95	0.94	0.93
chr17	7131688	7131959	0.75	0.85	0.87	0.83	0.88	0.84	0.83	0.88	0.84	0.89	0.94	0.93	0.95	0.80	0.94	0.85	0.86	0.94	0.94	0.98	0.93	0.50	0.91	0.90	0.30	0.81	0.90	0.91	0.95	0.95	0.96	0.93	0.94	0.97	0.95	0.72	0.94	0.94	0.92
chr17	7172706	7173125	0.95	0.95	0.88	0.89	0.92	0.92	0.89	0.94	0.63	0.94	0.95	0.79	0.93	0.86	0.95	0.94	0.95	0.89	0.02	0.91	0.91	0.72	0.93	0.95	0.93	0.95	0.90	0.93	0.87	0.92	0.96	0.92	0.96	0.96	0.93	0.95	0.93	0.94	0.93
chr17	7407119	7407280	0.87	0.88	0.80	0.79	0.80	0.85	0.80	0.91	0.85	0.57	0.13	0.91	0.92	0.84	0.46	0.70	0.58	0.91	0.87	0.95	0.94	0.74	0.92	0.93	0.94	0.94	0.90	0.95	0.89	0.83	0.94	0.90	0.94	0.94	0.85	0.87	0.83	0.87	0.84
chr17	7465528	7465802	0.95	0.95	0.94	0.94	0.94	0.90	0.92	0.91	0.93	0.94	0.83	0.97	0.96	0.96	0.92	0.93	0.92	0.72	0.91	0.01	0.72	0.91	0.96	0.97	0.96	0.95	0.96	0.96	0.93	0.80	0.96	0.96	0.96	0.78	0.23	0.96	0.91	0.94	0.96
chr17	7481939	7482144	0.92	0.93	0.92	0.92	0.91	0.83	0.94	0.91	0.90	0.91	0.92	0.97	0.95	0.90	0.91	0.93	0.93	0.91	0.93	0.90	0.94	0.06	0.95	0.94	0.96	0.94	0.93	0.56	0.84	0.89	0.91	0.91	0.97	0.92	0.93	0.91	0.87	0.90	0.91
chr17	7520583	7520804	0.90	0.91	0.88	0.89	0.85	0.80	0.87	0.96	0.85	0.90	0.94	0.96	0.95	0.86	0.91	0.91	0.92	0.93	0.93	0.91	0.86	0.70	0.95	0.97	0.96	0.96	0.96	0.92	0.71	0.20	0.89	0.86	0.96	0.95	0.94	0.95	0.91	0.96	0.93
chr17	7896206	7896469	0.90	0.94	0.88	0.90	0.94	0.93	0.80	0.95	0.93	0.95	0.92	0.96	0.96	0.93	0.95	0.93	0.97	0.97	0.97	0.94	0.94	0.11	0.95	0.96	0.96	0.96	0.96	0.87	0.93	0.91	0.96	0.92	0.96	0.95	0.94	0.95	0.93	0.95	0.93
chr17	7925453	7925717	0.91	0.94	0.90	0.86	0.91	0.90	0.90	0.94	0.86	0.93	0.95	0.96	0.96	0.90	0.93	0.94	0.93	0.94	0.94	0.96	0.95	0.75	0.96	0.97	0.96	0.96	0.96	0.90	0.93	0.91	0.74	0.23	0.76	0.94	0.94	0.92	0.91	0.94	0.88
chr17	7969621	7969880	0.76	0.91	0.81	0.87	0.88	0.70	0.84	0.98	0.78	0.69	0.93	0.89	0.94	0.85	0.92	0.94	0.93	0.94	0.92	0.94	0.84	0.60	0.83	0.79	0.17	0.01	0.82	0.93	0.83	0.80	0.96	0.91	0.95	0.96	0.95	0.98	0.92	0.95	0.90
chr17	8207267	8207460	0.85	0.83	0.88	0.91	0.89	0.93	0.90	0.91	0.89	0.90	0.96	0.94	0.88	0.86	0.89	0.91	0.91	0.94	0.92	0.93	0.91	0.80	0.93	0.95	0.95	0.97	0.93	0.18	0.68	0.83	0.79	0.82	0.85	0.74	0.75	0.90	0.92	0.90	0.87
chr17	8949337	8949567	0.85	0.88	0.60	0.67	0.71	0.86	0.72	0.70	0.71	0.90	0.85	0.77	0.90	0.67	0.87	0.85	0.81	0.92	0.91	0.89	0.87	0.56	0.09	0.64	0.73	0.91	0.50	0.88	0.87	0.95	0.89	0.87	0.82	0.74	0.89	0.90	0.88	0.90	0.93
chr17	9026452	9026780	0.77	0.88	0.86	0.66	0.77	0.87	0.66	0.65	0.73	0.90	0.89	0.93	0.91	0.85	0.85	0.80	0.87	0.84	0.87	0.80	0.80	0.62	0.89	0.90	0.92	0.93	0.93	0.84	0.71	0.09	0.84	0.76	0.91	0.96	0.50	0.82	0.90	0.92	0.96
chr17	9247434	9247893	0.92	0.92	0.81	0.86	0.91	0.91	0.77	0.95	0.59	0.12	0.87	0.97	0.93	0.94	0.93	0.93	0.95	0.95	0.96	0.93	0.96	0.75	0.92	0.96	0.97	0.96	0.94	0.92	0.85	0.87	0.91	0.93	0.96	0.95	0.95	0.94	0.93	0.95	0.94
chr17	9251464	9251737	0.92	0.96	0.92	0.90	0.88	0.94	0.89	0.96	0.87	0.94	0.96	0.97	0.94	0.91	0.94	0.94	0.97	0.98	0.06	0.97	0.96	0.72	0.92	0.94	0.95	0.96	0.92	0.93	0.95	0.81	0.93	0.93	0.98	0.98	0.03	0.89	0.91	0.95	0.94
chr17	10168169	10168701	0.89	0.91	0.83	0.87	0.87	0.80	0.79	0.94	0.74	0.91	0.84	0.87	0.88	0.73	0.88	0.92	0.89	0.92	0.86	0.97	0.90	0.61	0.75	0.10	0.86	0.89	0.76	0.93	0.91	0.95	0.97	0.91	0.85	0.93	0.92	0.95	0.87	0.92	0.88
chr17	10631477	10632012	0.91	0.93	0.92	0.88	0.89	0.84	0.89	0.95	0.86	0.96	0.95	0.95	0.91	0.91	0.89	0.91	0.89	0.93	0.93	0.94	0.95	0.78	0.93	0.94	0.96	0.95	0.94	0.17	0.85	0.88	0.92	0.90	0.90	0.88	0.90	0.81	0.92	0.94	0.94
chr17	10907246	10907557	0.76	0.86	0.85	0.09	0.72	0.62	0.60	0.90	0.64	0.90	0.90	0.92	0.93	0.68	0.85	0.90	0.86	0.94	0.90	0.88	0.87	0.63	0.90	0.94	0.93	0.95	0.92	0.86	0.89	0.94	0.97	0.93	0.95	0.93	0.91	0.92	0.93	0.96	0.92
chr17	11976855	11977288	0.95	0.96	0.93	0.93	0.94	0.94	0.91	0.94	0.92	0.96	0.96	0.96	0.90	0.90	0.91	0.90	0.92	0.96	0.93	0.94	0.94	0.80	0.96	0.97	0.98	0.97	0.97	0.19	0.13	0.12	0.84	0.89	0.97	0.95	0.90	0.88	0.92	0.95	0.97
chr17	12069728	12070177	0.92	0.86	0.93	0.93	0.88	0.85	0.93	0.95	0.70	0.06	0.15	0.97	0.97	0.96	0.87	0.57	0.69	0.94	0.97	0.97	0.96	0.82	0.96	0.97	0.97	0.97	0.96	0.95	0.95	0.96	0.96	0.96	0.96	0.94	0.97	0.97	0.96	0.96	0.96
chr17	12953173	12953717	0.94	0.94	0.93	0.88	0.92	0.92	0.86	0.95	0.90	0.95	0.29	0.96	0.98	0.94	0.95	0.96	0.95	0.97	0.96	0.98	0.97	0.68	0.90	0.94	0.95	0.96	0.96	0.93	0.93	0.96	0.97	0.96	0.98	0.97	0.97	0.98	0.97	0.97	0.97
chr17	12998827	12999309	0.91	0.91	0.92	0.91	0.94	0.91	0.88	0.94	0.94	0.96	0.95	0.96	0.94	0.94	0.83	0.89	0.94	0.95	0.95	0.07	0.88	0.90	0.96	0.97	0.98	0.97	0.97	0.93	0.92	0.95	0.96	0.97	0.97	0.95	0.96	0.94	0.95	0.95	0.95
chr17	13046533	13046687	0.89	0.87	0.90	0.88	0.84	0.86	0.87	0.93	0.07	0.82	0.96	0.84	0.85	0.77	0.81	0.83	0.83	0.91	0.84	0.88	0.88	0.66	0.92	0.92	0.95	0.93	0.95	0.89	0.89	0.89	0.87	0.77	0.93	0.96	0.84	0.89	0.90	0.94	0.95
chr17	13059244	13059636	0.61	0.89	0.89	0.73	0.21	0.72	0.79	0.96	0.21	0.96	0.96	0.93	0.97	0.92	0.94	0.95	0.94	0.96	0.91	0.97	0.95	0.71	0.96	0.96	0.97	0.96	0.95	0.93	0.95	0.97	0.97	0.95	0.96	0.98	0.96	0.95	0.96	0.96	0.96
chr17	13298370	13298548	0.92	0.90	0.84	0.66	0.89	0.92	0.76	0.93	0.55	0.92	0.96	0.88	0.95	0.95	0.98	0.95	0.97	0.94	0.93	0.95	0.93	0.57	0.83	0.91	0.92	0.90	0.84	0.87	0.87	0.91	0.95	0.85	0.96	0.98	0.92	0.93	0.93	0.81	0.09
chr17	13582799	13583127	0.92	0.90	0.44	0.91	0.93	0.86	0.90	0.96	0.08	0.94	0.97	0.96	0.95	0.83	0.96	0.94	0.96	0.93	0.94	0.94	0.95	0.54	0.90	0.88	0.86	0.84	0.89	0.93	0.96	0.98	0.95	0.88	0.95	0.97	0.95	0.97	0.91	0.87	0.88
chr17	14020217	14020459	0.93	0.88	0.74	0.90	0.92	0.91	0.88	0.97	0.78	0.05	0.80	0.97	0.89	0.91	0.95	0.95	0.96	0.93	0.94	0.85	0.33	0.70	0.95	0.97	0.97	0.96	0.92	0.89	0.82	0.91	0.92	0.94	0.96	0.95	0.77	0.78	0.94	0.96	0.94
chr17	15247317	15247469	0.89	0.92	0.83	0.83	0.88	0.68	0.87	0.07	0.95	0.90	0.96	0.95	0.97	0.92	0.94	0.97	0.97	0.92	0.95	0.98	0.94	0.80	0.92	0.87	0.95	0.94	0.89	0.90	0.95	0.93	0.96	0.95	0.96	0.90	0.97	0.94	0.93	0.96	0.90
chr17	15247953	15248284	0.90	0.92	0.70	0.88	0.82	0.88	0.86	0.95	0.67	0.89	0.76	0.96	0.97	0.95	0.96	0.96	0.94	0.93	0.95	0.92	0.89	0.76	0.81	0.90	0.92	0.97	0.78	0.90	0.86	0.91	0.94	0.89	0.76	0.05	0.94	0.93	0.86	0.95	0.96
chr17	15961659	15962025	0.88	0.90	0.77	0.67	0.86	0.77	0.80	0.88	0.69	0.81	0.90	0.94	0.95	0.86	0.94	0.96	0.94	0.86	0.92	0.93	0.87	0.09	0.91	0.94	0.96	0.96	0.77	0.90	0.75	0.81	0.92	0.93	0.90	0.94	0.87	0.96	0.94	0.86	0.88
chr17	15964984	15965134	0.66	0.84	0.80	0.79	0.12	0.84	0.71	0.95	0.80	0.93	0.89	0.95	0.98	0.90	0.95	0.96	0.95	0.94	0.95	0.97	0.95	0.82	0.95	0.96	0.95	0.97	0.75	0.94	0.89	0.94	0.95	0.93	0.97	0.93	0.64	0.94	0.95	0.88	0.94
chr17	15983458	15984054	0.88	0.94	0.86	0.84	0.95	0.81	0.82	0.93	0.89	0.90	0.93	0.86	0.97	0.93	0.95	0.96	0.97	0.96	0.95	0.96	0.95	0.73	0.96	0.96	0.94	0.91	0.97	0.46	0.13	0.36	0.91	0.90	0.96	0.82	0.92	0.95	0.96	0.88	0.96
chr17	16033789	16034181	0.96	0.95	0.91	0.95	0.93	0.95	0.94	0.96	0.92	0.97	0.92	0.94	0.97	0.96	0.96	0.97	0.97	0.97	0.96	0.98	0.97	0.88	0.94	0.98	0.94	0.86	0.82	0.95	0.95	0.86	0.96	0.95	0.96	0.94	0.12	0.98	0.90	0.94	0.95
chr17	16232986	16233633	0.90	0.94	0.92	0.85	0.93	0.93	0.88	0.94	0.88	0.93	0.97	0.97	0.95	0.93	0.96	0.96	0.97	0.72	0.85	0.94	0.82	0.76	0.96	0.98	0.97	0.96	0.95	0.91	0.92	0.94	0.95	0.97	0.95	0.96	0.95	0.90	0.93	0.92	0.15
chr17	16284033	16284269	0.96	0.94	0.95	0.90	0.94	0.91	0.91	0.98	0.92	0.97	0.96	0.98	0.98	0.96	0.96	0.94	0.95	0.97	0.96	0.98	0.96	0.84	0.97	0.97	0.94	0.91	0.97	0.93	0.95	0.96	0.96	0.90	0.97	0.98	0.96	0.26	0.97	0.96	0.96
chr17	16401076	16401256	0.95	0.93	0.89	0.84	0.91	0.94	0.86	0.93	0.90	0.93	0.95	0.95	0.69	0.66	0.80	0.83	0.81	0.93	0.81	0.89	0.90	0.75	0.92	0.94	0.95	0.95	0.92	0.91	0.93	0.94	0.96	0.95	0.95	0.96	0.90	0.03	0.85	0.94	0.89
chr17	16404566	16404847	0.75	0.85	0.70	0.80	0.75	0.81	0.69	0.94	0.10	0.95	0.97	0.97	0.97	0.95	0.95	0.94	0.95	0.93	0.86	0.96	0.94	0.77	0.95	0.96	0.88	0.81	0.96	0.94	0.92	0.94	0.95	0.89	0.95	0.91	0.86	0.95	0.96	0.95	0.94
chr17	16930107	16930349	0.89	0.92	0.89	0.73	0.84	0.90	0.74	0.97	0.08	0.95	0.90	0.93	0.95	0.93	0.92	0.93	0.89	0.94	0.94	0.94	0.94	0.57	0.89	0.92	0.95	0.95	0.91	0.87	0.89	0.93	0.94	0.92	0.91	0.80	0.95	0.92	0.91	0.92	0.91
chr17	16972004	16972292	0.91	0.91	0.57	0.85	0.90	0.92	0.82	0.96	0.88	0.97	0.97	0.91	0.95	0.93	0.94	0.94	0.94	0.95	0.95	0.91	0.93	0.70	0.78	0.96	0.93	0.96	0.09	0.93	0.93	0.96	0.96	0.90	0.96	0.97	0.95	0.90	0.88	0.94	0.88
chr17	17163608	17163779	0.82	0.82	0.90	0.91	0.92	0.76	0.89	0.89	0.88	0.65	0.91	0.95	0.95	0.94	0.90	0.94	0.94	0.95	0.94	0.61	0.72	0.85	0.90	0.88	0.93	0.79	0.92	0.91	0.59	0.06	0.92	0.90	0.94	0.95	0.72	0.93	0.87	0.93	0.94
chr17	17179275	17179776	0.91	0.89	0.70	0.91	0.93	0.91	0.90	0.97	0.88	0.94	0.85	0.96	0.97	0.94	0.92	0.93	0.96	0.96	0.95	0.98	0.95	0.85	0.23	0.84	0.92	0.97	0.68	0.94	0.87	0.91	0.93	0.94	0.94	0.91	0.94	0.96	0.95	0.95	0.97
chr17	17332568	17333179	0.93	0.88	0.85	0.83	0.88	0.95	0.82	0.97	0.87	0.95	0.96	0.97	0.97	0.90	0.96	0.96	0.98	0.93	0.91	0.13	0.55	0.87	0.92	0.95	0.96	0.97	0.92	0.94	0.93	0.80	0.94	0.90	0.92	0.97	0.92	0.96	0.90	0.95	0.93
