chromosome	start	end	Monocytes_EPIC	B-cells_EPIC	CD4T-cells_EPIC	NK-cells_EPIC	CD8T-cells_EPIC	Neutrophils_EPIC	Erythrocyte_progenitors	Adipocytes	Cortical_neurons	Hepatocytes	Lung_cells	Pancreatic_beta_cells	Pancreatic_acinar_cells	Pancreatic_duct_cells	Vascular_endothelial_cells	Colon_epithelial_cells	Left_atrium	Bladder	Breast	Head_and_neck_larynx	Kidney	Prostate	Thyroid	Upper_GI	Uterus_cervix
chr14	24171985	24171986	0.0199	0.023	0.2061	0.0374	0.1244	0.0212	0.0127	0.4175	0.0452	0.9055	0.1992	0.321325	0.8279	0.6417	0.1805	0.9507	0.3683	0.6377	0.686	0.4855	0.2155	0.2672	0.1258	0.1946	0.1738
chr14	24334667	24334668	0.0088	0.0162	0.0143	0.0145	0.0123	0.0151	0.0139	0.0101	0.028	0.0289	0.0185	0.01655	0.0263	0.0291	0.0192	0.1517	0.0158	0.045	0.1467	0.0224	0.0152	0.0953	0.0621	0.1902	0.0299
chr14	24334711	24334712	0.0069	0.0077	0.0088	0.0073	0.0125	0.0063	0.0284	0.0328	0.0195	0.0346	0.0156	0.059625	0.0341	0.0278	0.0088	0.0428	0.0471	0.0581	0.0958	0.027	0.0294	0.0977	0.0988	0.1614	0.0386
chr14	24334719	24334720	0.0137	0.0254	0.0404	0.0133	0.0498	0.011	0.0048	0.0075	0.0141	0.0481	0.0367	0.040475	0.1551	0.0503	0.0184	0.2081	0.0261	0.0767	0.1246	0.0351	0.028	0.0951	0.0845	0.1908	0.0285
chr14	24366878	24366879	0.0471	0.0436	0.0509	0.0562	0.059	0.0536	0.0435	0.078	0.3369	0.2102	0.0473	0.026875	0.046	0.0532	0.0442	0.0487	0.0482	0.0255	0.0281	0.0262	0.0311	0.0269	0.0248	0.0475	0.0327
chr14	24366884	24366885	0.0071	0.0072	0.0042	0.0075	0.0081	0.0066	0.0094	0.0269	0.3841	0.1528	0.0157	0.0048	0.0137	0.0024	0.0103	0.0124	0.0016	0.0	0.0079	0.0059	0.0106	0.0041	0.0047	0.0072	0.0031
chr14	24366942	24366943	0.0091	0.0088	0.0173	0.0108	0.0262	0.0098	0.0133	0.0015	0.2444	0.0932	0.0054	0.007775	0.0169	0.0114	0.0085	0.0063	0.0036	0.0051	0.0081	0.0183	0.0095	0.0119	0.0089	0.0103	0.0167
chr14	24366988	24366989	0.0203	0.017	0.048	0.0317	0.1134	0.0188	0.0045	0.0006	0.3301	0.756	0.0083	0.00605	0.022	0.0234	0.0203	0.0163	0.0065	0.0117	0.0056	0.0023	0.0041	0.0022	0.0049	0.0037	0.0063
chr14	24367013	24367014	0.1029	0.0666	0.1054	0.1267	0.1749	0.0951	0.0592	0.0542	0.3103	0.5322	0.0393	0.05115	0.0467	0.0364	0.0588	0.0321	0.0657	0.0718	0.0792	0.09	0.0733	0.0754	0.0642	0.0671	0.0729
chr14	26598166	26598167	0.0135	0.1669	0.0335	0.0374	0.1428	0.0094	0.0038	0.006	0.0107	0.0155	0.0075	0.003825	0.0128	0.0083	0.0305	0.0122	0.0144	0.0464	0.0256	0.0239	0.0117	0.0145	0.0197	0.0438	0.0143
chr14	30920586	30920587	0.1242	0.7172	0.8828	0.8088	0.8996	0.8302	0.9198	0.8895	0.7947	0.8808	0.858	0.864725	0.8652	0.8955	0.8352	0.9004	0.8849	0.7946	0.8274	0.883	0.8482	0.812	0.9005	0.8297	0.7974
chr14	30995155	30995156	0.0191	0.0492	0.0583	0.0713	0.097	0.0344	0.0189	0.0166	0.0657	0.0379	0.0241	0.0253	0.0201	0.0406	0.0213	0.0676	0.0114	0.0097	0.0257	0.0417	0.0262	0.0364	0.421	0.0221	0.0214
chr14	32327943	32327944	0.8457	0.8617	0.6312	0.5457	0.2384	0.8394	0.8645	0.5382	0.4897	0.879	0.8411	0.846975	0.7903	0.8754	0.6626	0.8193	0.7302	0.7019	0.812	0.7254	0.7837	0.69	0.7343	0.7098	0.7933
chr14	33950340	33950341	0.0236	0.0733	0.0282	0.0158	0.049	0.0181	0.0105	0.0114	0.0415	0.0226	0.0445	0.03245	0.0199	0.0208	0.0239	0.0169	0.011	0.0366	0.0644	0.0567	0.0208	0.3017	0.0678	0.0371	0.0398
chr14	36589051	36589052	0.0623	0.0808	0.0813	0.0544	0.0821	0.067	0.0336	0.1216	0.1292	0.4976	0.8188	0.077375	0.124	0.0806	0.1142	0.4914	0.0946	0.0692	0.4122	0.5568	0.0774	0.2974	0.8254	0.1393	0.139
chr14	36647203	36647204	0.0088	0.0701	0.0282	0.0102	0.0494	0.0045	0.001	0.0037	0.0058	0.0097	0.0198	0.00615	0.0136	0.0187	0.0088	0.0228	0.0086	0.0265	0.0195	0.0162	0.0161	0.2241	0.0129	0.0302	0.0235
chr14	36656087	36656088	0.039	0.1278	0.0528	0.0323	0.0804	0.0334	0.0096	0.0084	0.0254	0.0348	0.0383	0.01315	0.0393	0.0364	0.0393	0.0234	0.01	0.0752	0.0195	0.0349	0.0178	0.3987	0.0199	0.0536	0.0248
chr14	37198056	37198057	0.0143	0.1778	0.052	0.0218	0.1506	0.0125	0.0052	0.0051	0.0064	0.0108	0.0124	0.005125	0.0116	0.0099	0.0174	0.0109	0.0107	0.0387	0.0141	0.011	0.0076	0.0082	0.0114	0.0312	0.0071
chr14	37622875	37622876	0.0514	0.237	0.1299	0.0622	0.2109	0.0528	0.0459	0.0435	0.0538	0.9538	0.837	0.6914	0.7002	0.7427	0.0426	0.953	0.0363	0.6998	0.481	0.6854	0.0727	0.7684	0.2952	0.6526	0.0822
chr14	39266292	39266293	0.0371	0.1234	0.7549	0.1574	0.7622	0.0367	0.1054	0.0544	0.0711	0.0676	0.0319	0.041825	0.0552	0.0343	0.1286	0.0539	0.0432	0.1272	0.1095	0.1122	0.0902	0.088	0.1116	0.0838	0.0882
chr14	39266421	39266422	0.0076	0.0105	0.3339	0.0224	0.3467	0.012	0.0093	0.0273	0.0231	0.0168	0.017	0.02305	0.0172	0.0176	0.0278	0.0134	0.042	0.0743	0.0396	0.0526	0.0321	0.0342	0.0424	0.0536	0.032
chr14	41605683	41605684	0.0071	0.0329	0.016	0.0065	0.0279	0.0087	0.002	0.012	0.0015	0.0132	0.0069	0.00995	0.011	0.015	0.0049	0.3339	0.0132	0.0175	0.0087	0.0121	0.0118	0.0358	0.007	0.0291	0.0065
chr14	49614562	49614563	0.9188	0.9182	0.9016	0.9062	0.9112	0.9085	0.4041	0.8963	0.8803	0.9206	0.9144	0.89965	0.9113	0.8973	0.8672	0.9278	0.9286	0.9275	0.9303	0.9254	0.9289	0.9184	0.9293	0.9014	0.926
chr14	50230565	50230566	0.0219	0.0325	0.1348	0.04	0.1561	0.0294	0.0176	0.0654	0.0337	0.0535	0.0441	0.0665	0.037	0.0324	0.1868	0.028	0.0572	0.0488	0.0575	0.0629	0.0418	0.0458	0.0681	0.0399	0.0601
chr14	50561143	50561144	0.0068	0.0165	0.008	0.006	0.0104	0.0072	0.0073	0.0289	0.0178	0.2301	0.0045	0.0124	0.0226	0.0211	0.0142	0.0049	0.0105	0.0046	0.0139	0.0058	0.0313	0.0044	0.005	0.0081	0.0086
chr14	50943971	50943972	0.0018	0.0072	0.0066	0.0016	0.0092	0.0027	0.0024	0.0	0.0468	0.0033	0.0023	0.027375	0.0533	0.0146	0.0028	0.0043	0.0036	0.0025	0.1174	0.004	0.0093	0.1321	0.0017	0.0034	0.0031
chr14	53950396	53950397	0.9581	0.9626	0.956	0.957	0.9595	0.9512	0.9801	0.976	0.9649	0.9754	0.9663	0.968225	0.9554	0.9751	0.7134	0.9634	0.9772	0.9007	0.9844	0.977	0.9822	0.9619	0.9763	0.9207	0.9742
chr14	53953107	53953108	0.1407	0.254	0.1216	0.1094	0.1272	0.1163	0.057	0.0246	0.0237	0.015	0.0298	0.018825	0.0177	0.0111	0.0428	0.0172	0.0158	0.4827	0.0309	0.1545	0.0262	0.0346	0.0187	0.2004	0.0502
chr14	54881963	54881964	0.0434	0.0445	0.0495	0.0468	0.0467	0.0453	0.03	0.0496	0.2488	0.0441	0.0478	0.2064	0.4294	0.7152	0.0406	0.0485	0.0575	0.0436	0.1143	0.1023	0.3419	0.0936	0.4887	0.0515	0.2226
chr14	55541060	55541061	0.9176	0.9241	0.8883	0.899	0.912	0.9128	0.9337	0.908	0.9355	0.9137	0.9213	0.917775	0.8678	0.927	0.9138	0.9329	0.9484	0.5858	0.8546	0.9337	0.8648	0.8214	0.9414	0.733	0.9433
chr14	60327872	60327873	0.0327	0.0258	0.0315	0.031	0.0388	0.0257	0.0117	0.041	0.0331	0.1626	0.0499	0.050875	0.0478	0.0458	0.055	0.0329	0.0186	0.0292	0.2849	0.0477	0.0542	0.1109	0.0441	0.03	0.0411
chr14	61568867	61568868	0.0298	0.0202	0.0381	0.0463	0.0553	0.0154	0.0195	0.6406	0.1309	0.1771	0.0419	0.0444	0.0216	0.0371	0.323	0.0187	0.4046	0.174	0.3186	0.1594	0.1623	0.1679	0.106	0.1276	0.283
chr14	65171092	65171093	0.0066	0.0342	0.0312	0.0104	0.0803	0.015	0.0099	0.0226	0.0181	0.0269	0.1191	0.00905	0.0451	0.0109	0.0242	0.0311	0.0462	0.0189	0.0531	0.1099	0.0265	0.0576	0.0856	0.2947	0.0175
chr14	67571404	67571405	0.0312	0.058	0.0587	0.0514	0.06	0.0344	0.032	0.0448	0.0575	0.0374	0.0312	0.035825	0.0344	0.0265	0.0312	0.0584	0.0389	0.0462	0.0379	0.0593	0.0852	0.0371	0.2914	0.0412	0.0596
chr14	68331648	68331649	0.1788	0.9131	0.9093	0.9008	0.9195	0.0877	0.9379	0.854	0.8666	0.8833	0.865	0.81915	0.9022	0.9023	0.8262	0.916	0.8874	0.9018	0.8911	0.8923	0.8655	0.9114	0.9141	0.8727	0.9094
chr14	68789960	68789961	0.8487	0.5592	0.1068	0.4103	0.1318	0.8368	0.9115	0.1062	0.123	0.0781	0.1664	0.191125	0.0936	0.0494	0.181	0.1487	0.2414	0.1507	0.1127	0.2137	0.0957	0.1991	0.4738	0.1823	0.1112
chr14	68790074	68790075	0.5212	0.3614	0.0227	0.212	0.0225	0.5368	0.4667	0.0287	0.1368	0.0307	0.1607	0.065975	0.037	0.023	0.0798	0.0193	0.0432	0.0459	0.0228	0.0687	0.0234	0.0508	0.0726	0.0759	0.0196
chr14	68790171	68790172	0.8866	0.2615	0.0149	0.0777	0.0164	0.868	0.9509	0.0336	0.0168	0.034	0.0416	0.038875	0.0209	0.013	0.0323	0.0163	0.0386	0.0462	0.0264	0.047	0.0269	0.0353	0.0553	0.0701	0.0344
chr14	68792524	68792525	0.0366	0.032	0.037	0.0353	0.0283	0.0336	0.0309	0.0443	0.1207	0.04	0.0358	0.406825	0.062	0.0414	0.0569	0.0303	0.0356	0.0179	0.059	0.0324	0.046	0.0363	0.03	0.0461	0.0394
chr14	68910615	68910616	0.8472	0.7319	0.7227	0.2978	0.3774	0.8325	0.837	0.8375	0.7166	0.8593	0.8074	0.79435	0.8421	0.8832	0.6928	0.8463	0.8593	0.8319	0.7953	0.8558	0.8692	0.8343	0.8931	0.778	0.8075
chr14	69572167	69572168	0.0182	0.0549	0.0239	0.0154	0.0368	0.0094	0.0189	0.0392	0.7736	0.029	0.0118	0.033725	0.0378	0.0166	0.0168	0.0156	0.0257	0.0337	0.0197	0.0234	0.0177	0.0155	0.0324	0.032	0.0244
chr14	69572208	69572209	0.0591	0.092	0.0596	0.052	0.0606	0.048	0.0391	0.0624	0.7136	0.0637	0.052	0.055825	0.0747	0.0441	0.0783	0.0587	0.0478	0.0558	0.0449	0.0438	0.0355	0.0305	0.0575	0.0484	0.0401
chr14	69610474	69610475	0.7874	0.6063	0.4198	0.7774	0.7778	0.7904	0.8528	0.7371	0.379	0.843	0.758	0.646775	0.7424	0.8054	0.7698	0.8085	0.6022	0.6801	0.809	0.6174	0.548	0.6879	0.306	0.7397	0.6258
chr14	71482400	71482401	0.9236	0.9208	0.9227	0.9205	0.9263	0.9337	0.9591	0.9399	0.8438	0.9366	0.4141	0.922025	0.9155	0.9218	0.8642	0.9259	0.9511	0.9315	0.9427	0.9342	0.9346	0.9419	0.9328	0.9151	0.9444
chr14	73721352	73721353	0.9725	0.9725	0.9716	0.9663	0.9702	0.9716	0.9864	0.7584	0.87	0.984	0.9655	0.963025	0.9683	0.9682	0.8804	0.9802	0.6987	0.9215	0.8967	0.9366	0.8462	0.9209	0.9701	0.9333	0.7841
chr14	74501506	74501507	0.9681	0.972	0.9784	0.957	0.9828	0.9684	0.9661	0.416	0.1502	0.9559	0.2587	0.80145	0.6278	0.6989	0.8148	0.9839	0.4869	0.7359	0.3557	0.5378	0.4771	0.2561	0.2627	0.6237	0.2153
chr14	75176375	75176376	0.0096	0.0084	0.0095	0.0059	0.0072	0.0062	0.0071	0.0009	0.0093	0.2785	0.0081	0.00825	0.01	0.0048	0.016	0.0157	0.0065	0.011	0.0024	0.0017	0.0024	0.0028	0.0051	0.0039	0.0016
chr14	75280629	75280630	0.9408	0.9347	0.9429	0.9449	0.9536	0.9351	0.9826	0.9671	0.724	0.9614	0.401	0.953425	0.8658	0.9572	0.9014	0.9501	0.9786	0.7512	0.9778	0.9608	0.974	0.9737	0.971	0.844	0.9733
chr14	75546584	75546585	0.971	0.9665	0.9669	0.9653	0.9717	0.967	0.982	0.9751	0.9551	0.9655	0.9597	0.97165	0.9598	0.9673	0.9508	0.9666	0.9723	0.9855	0.9806	0.9822	0.9754	0.981	0.9801	0.9831	0.7433
chr14	75546598	75546599	0.8659	0.8611	0.846	0.8623	0.8623	0.862	0.911	0.8603	0.847	0.8535	0.8338	0.844175	0.8275	0.8371	0.8122	0.8779	0.8644	0.8922	0.8784	0.8862	0.8672	0.8907	0.872	0.8531	0.6597
chr14	77033204	77033205	0.0665	0.2648	0.0359	0.0774	0.0359	0.086	0.1307	0.0265	0.0504	0.0308	0.0323	0.0326	0.0303	0.03	0.0546	0.0276	0.0253	0.0179	0.0166	0.0089	0.0149	0.0123	0.0165	0.021	0.0272
chr14	79279128	79279129	0.0112	0.151	0.039	0.0166	0.109	0.0088	0.0058	0.0081	0.0075	0.0147	0.0074	0.014225	0.0117	0.0037	0.0062	0.0034	0.0155	0.0178	0.0179	0.0189	0.0137	0.0131	0.0152	0.0304	0.0159
chr14	88832958	88832959	0.4976	0.9126	0.9038	0.8988	0.9065	0.075	0.8875	0.8787	0.8571	0.9135	0.8828	0.723725	0.8952	0.889	0.8714	0.902	0.9189	0.8946	0.9034	0.9242	0.9054	0.9315	0.9196	0.9011	0.9136
chr14	89040780	89040781	0.0156	0.0633	0.1114	0.0482	0.1882	0.0153	0.0134	0.0082	0.0332	0.0062	0.0152	0.02595	0.0169	0.0151	0.0211	0.0143	0.037	0.0358	0.0411	0.0204	0.0309	0.0224	0.0329	0.0213	0.0203
chr14	89161797	89161798	0.9589	0.959	0.9578	0.9622	0.9592	0.955	0.9694	0.9667	0.8342	0.2659	0.9639	0.9626	0.9529	0.9462	0.9388	0.9507	0.9812	0.9751	0.9703	0.9584	0.826	0.9742	0.9702	0.9775	0.971
chr14	89161825	89161826	0.9101	0.9101	0.8933	0.9001	0.905	0.8947	0.9151	0.9213	0.8155	0.6935	0.9068	0.893525	0.9027	0.9151	0.891	0.8995	0.9258	0.9264	0.9229	0.9103	0.8413	0.9244	0.9179	0.9121	0.9154
chr14	89351638	89351639	0.0704	0.0747	0.0714	0.0704	0.0601	0.0754	0.076	0.0858	0.2723	0.0966	0.1141	0.05915	0.1002	0.0627	0.1403	0.1127	0.0879	0.0475	0.5187	0.5662	0.4534	0.0587	0.643	0.0528	0.0919
chr14	90697698	90697699	0.1195	0.1542	0.0936	0.1655	0.0866	0.0871	0.2921	0.0606	0.0658	0.0451	0.0678	0.061075	0.0532	0.0545	0.0713	0.0439	0.0775	0.0908	0.0968	0.0952	0.1211	0.1017	0.1084	0.0874	0.1206
chr14	91144061	91144062	0.8792	0.8834	0.8916	0.8878	0.8909	0.889	0.9234	0.7895	0.4671	0.1914	0.2077	0.415025	0.1726	0.2437	0.2225	0.6947	0.3854	0.8421	0.671	0.6078	0.345	0.6478	0.2238	0.5693	0.7909
chr14	91224785	91224786	0.9792	0.9746	0.9769	0.9781	0.9777	0.975	0.9873	0.9781	0.9306	0.9661	0.5394	0.978325	0.9776	0.9763	0.9778	0.9809	0.9852	0.9848	0.9855	0.9704	0.985	0.9826	0.7058	0.9861	0.9774
chr14	91224835	91224836	0.8991	0.8949	0.8881	0.8904	0.8949	0.8803	0.9317	0.8958	0.8369	0.8772	0.4173	0.862075	0.8713	0.8696	0.8808	0.8831	0.9131	0.9119	0.9222	0.9016	0.9098	0.9007	0.7053	0.8841	0.9025
chr14	91224846	91224847	0.9711	0.9666	0.9655	0.967	0.9687	0.9664	0.9889	0.9838	0.9329	0.9599	0.321	0.97655	0.9658	0.9628	0.9682	0.9546	0.9849	0.9883	0.9882	0.9763	0.9879	0.9809	0.7899	0.9863	0.9842
chr14	91303801	91303802	0.9857	0.9848	0.9822	0.9852	0.9851	0.9817	0.994	0.5327	0.9139	0.9883	0.9782	0.960825	0.9569	0.9823	0.6282	0.9867	0.5596	0.9078	0.7978	0.9144	0.9838	0.9172	0.7086	0.9123	0.7281
chr14	91396520	91396521	0.3502	0.7222	0.5938	0.3977	0.5453	0.43	0.5911	0.3766	0.5169	0.8398	0.1001	0.821325	0.8856	0.8986	0.3529	0.0297	0.392	0.2514	0.2969	0.2663	0.8009	0.103	0.5433	0.8865	0.4819
chr14	91574428	91574429	0.0041	0.0091	0.006	0.0058	0.007	0.0053	0.0024	0.003	0.0033	0.0034	0.006	0.104475	0.2411	0.0176	0.0066	0.0047	0.0012	0.0009	0.0064	0.0014	0.0021	0.0008	0.0015	0.0029	0.0018
chr14	92108776	92108777	0.4374	0.3087	0.0492	0.1915	0.0754	0.4634	0.345	0.1306	0.1379	0.1137	0.1183	0.0977	0.0997	0.1431	0.2	0.2993	0.1003	0.1169	0.1789	0.1703	0.0666	0.1118	0.0902	0.1194	0.1089
chr14	92461419	92461420	0.2629	0.5781	0.3658	0.4016	0.4065	0.3985	0.3866	0.1186	0.6496	0.7609	0.7341	0.6765	0.7045	0.7811	0.158	0.6413	0.466	0.572	0.569	0.6347	0.6431	0.8225	0.7496	0.6571	0.6977
chr14	92923127	92923128	0.0075	0.0192	0.011	0.0088	0.0138	0.0058	0.0098	0.0061	0.0091	0.0057	0.0151	0.001825	0.0194	0.0258	0.0122	0.2297	0.0015	0.0013	0.0026	0.0007	0.0028	0.0021	0.002	0.0081	0.0052
chr14	92923140	92923141	0.2116	0.3145	0.2696	0.2165	0.3007	0.1967	0.2026	0.1795	0.115	0.2313	0.2744	0.15265	0.2511	0.2182	0.212	0.4857	0.1405	0.3225	0.3275	0.3577	0.2997	0.3297	0.2248	0.3311	0.2627
chr14	92939592	92939593	0.9554	0.969	0.966	0.9465	0.9645	0.6744	0.95	0.9679	0.9239	0.9292	0.9457	0.960925	0.9665	0.967	0.9252	0.956	0.9573	0.9696	0.9503	0.4862	0.9616	0.7328	0.9668	0.9652	0.96
chr14	93240225	93240226	0.9666	0.9618	0.8002	0.964	0.9557	0.9586	0.9701	0.9726	0.9528	0.9708	0.9582	0.95325	0.9629	0.9603	0.9499	0.8757	0.9688	0.6875	0.9775	0.9213	0.965	0.889	0.9692	0.9772	0.9688
chr14	93240263	93240264	0.9607	0.959	0.7874	0.9536	0.9536	0.9545	0.9737	0.9727	0.9369	0.9595	0.9536	0.965025	0.9557	0.9614	0.9332	0.8406	0.977	0.6407	0.9789	0.908	0.9595	0.8913	0.9762	0.9761	0.9719
chr14	94030738	94030739	0.974	0.9719	0.9715	0.965	0.9593	0.9708	0.9902	0.9707	0.9786	0.9501	0.5277	0.9435	0.9336	0.9468	0.9434	0.9643	0.9843	0.9891	0.9787	0.9799	0.9869	0.9789	0.934	0.9833	0.9754
chr14	94768485	94768486	0.0803	0.1393	0.1129	0.0811	0.1258	0.0748	0.0542	0.2498	0.1056	0.0821	0.0753	0.2991	0.3833	0.4338	0.3162	0.1057	0.2612	0.2101	0.4036	0.2053	0.1586	0.3651	0.1491	0.1628	0.2174
chr14	94768489	94768490	0.0076	0.0468	0.0162	0.0099	0.0189	0.008	0.0087	0.0523	0.0158	0.0111	0.0097	0.117375	0.3081	0.3763	0.2037	0.0333	0.0937	0.0279	0.1258	0.0296	0.0208	0.1561	0.0182	0.0241	0.0451
chr14	94773233	94773234	0.0227	0.0677	0.035	0.0308	0.0448	0.0268	0.0155	0.2954	0.0221	0.0257	0.0271	0.053275	0.1541	0.1749	0.0927	0.0861	0.0399	0.0375	0.2773	0.0749	0.0224	0.1525	0.0473	0.0417	0.0872
chr14	94773249	94773250	0.1259	0.2253	0.1429	0.1029	0.1662	0.0965	0.026	0.4747	0.0272	0.0295	0.0394	0.046575	0.1151	0.1345	0.175	0.219	0.047	0.1452	0.435	0.2422	0.0977	0.2704	0.155	0.127	0.1722
chr14	96284177	96284178	0.8971	0.8885	0.8893	0.8796	0.8868	0.8829	0.8244	0.8878	0.8775	0.4552	0.8792	0.81735	0.8341	0.1952	0.8634	0.8775	0.8996	0.9156	0.9093	0.9216	0.8807	0.9038	0.9006	0.8848	0.9117
chr14	96284185	96284186	0.8972	0.8917	0.8831	0.8816	0.8926	0.8731	0.9306	0.8217	0.8941	0.2486	0.8872	0.807	0.8186	0.1249	0.8844	0.8935	0.9014	0.928	0.9046	0.9132	0.8699	0.9029	0.9202	0.9037	0.9088
chr14	96284277	96284278	0.9126	0.9177	0.9148	0.9114	0.92	0.9039	0.8437	0.9473	0.9016	0.099	0.9286	0.8615	0.8603	0.1646	0.893	0.9129	0.9308	0.9463	0.9259	0.9389	0.9125	0.9357	0.9353	0.9426	0.9378
chr14	96285894	96285895	0.916	0.9117	0.9164	0.9141	0.9257	0.8806	0.9362	0.891	0.9065	0.5877	0.9021	0.57395	0.8462	0.171	0.8866	0.9208	0.7401	0.8792	0.9306	0.9229	0.9166	0.8792	0.9295	0.8369	0.7269
chr14	97874669	97874670	0.9202	0.9234	0.1972	0.9124	0.3058	0.929	0.8742	0.8883	0.8599	0.6313	0.909	0.91175	0.8508	0.8441	0.8898	0.9281	0.9036	0.8538	0.8843	0.8984	0.8994	0.8884	0.8914	0.8996	0.8976
chr14	97978139	97978140	0.7411	0.8528	0.0816	0.8137	0.1024	0.654	0.8132	0.3267	0.1161	0.5078	0.0339	0.26355	0.0603	0.0256	0.2892	0.0165	0.2007	0.1253	0.1306	0.1245	0.1668	0.0831	0.0875	0.2044	0.0634
chr14	97978176	97978177	0.7748	0.8567	0.1112	0.8118	0.1406	0.6985	0.8092	0.3809	0.1784	0.5558	0.0576	0.298225	0.1316	0.0482	0.3902	0.0234	0.3505	0.1855	0.2293	0.1977	0.2844	0.1385	0.169	0.2944	0.1371
chr14	99189256	99189257	0.9496	0.9475	0.0965	0.9281	0.1445	0.9442	0.9682	0.9359	0.2304	0.8052	0.9371	0.940875	0.834	0.9525	0.8845	0.953	0.9671	0.9169	0.775	0.6976	0.7449	0.9128	0.9447	0.8969	0.9417
chr14	99189339	99189340	0.9668	0.9594	0.0768	0.9381	0.1375	0.965	0.9737	0.9575	0.2786	0.943	0.9583	0.96915	0.9507	0.9703	0.9254	0.9598	0.9679	0.9212	0.8833	0.8441	0.9241	0.9333	0.9505	0.9303	0.9506
chr14	99192204	99192205	0.7058	0.6731	0.0629	0.6437	0.1097	0.6333	0.7449	0.1111	0.0882	0.1823	0.0944	0.05275	0.0541	0.0387	0.1152	0.3632	0.2144	0.198	0.2016	0.176	0.223	0.1014	0.1209	0.1854	0.1124
chr14	99192293	99192294	0.5662	0.5323	0.0699	0.5341	0.1188	0.5058	0.5757	0.0906	0.1086	0.1966	0.1016	0.06235	0.0579	0.0367	0.1212	0.3454	0.1701	0.1354	0.1269	0.1128	0.1561	0.0798	0.0747	0.124	0.0874
chr14	99245999	99246000	0.0908	0.1742	0.0988	0.3931	0.1717	0.0857	0.0575	0.0843	0.1091	0.1042	0.0692	0.062075	0.1052	0.0893	0.0806	0.4469	0.0588	0.4728	0.0768	0.0714	0.0429	0.1125	0.0621	0.095	0.0649
chr14	99246043	99246044	0.0208	0.0535	0.0367	0.354	0.072	0.0267	0.0101	0.0076	0.0237	0.0201	0.0101	0.00625	0.0132	0.0059	0.0176	0.3166	0.016	0.2643	0.0224	0.0207	0.0115	0.039	0.0075	0.0322	0.0143
chr14	99267681	99267682	0.7399	0.7156	0.076	0.8203	0.0927	0.667	0.7634	0.7674	0.7764	0.831	0.8807	0.81555	0.7554	0.8869	0.715	0.9201	0.7236	0.8166	0.8416	0.5497	0.8285	0.84	0.8557	0.7794	0.8158
chr14	99319856	99319857	0.9583	0.9596	0.9629	0.9548	0.9643	0.9615	0.9566	0.9555	0.939	0.9471	0.8636	0.93475	0.871	0.9614	0.9446	0.9195	0.9621	0.9653	0.9579	0.9375	0.9725	0.9643	0.97	0.582	0.9645
chr14	99319871	99319872	0.9488	0.9309	0.929	0.964	0.9585	0.9486	0.9608	0.9256	0.9542	0.9581	0.469	0.80495	0.3741	0.928	0.9178	0.7123	0.9499	0.945	0.8591	0.7779	0.9586	0.8052	0.9065	0.4944	0.9411
chr14	99319889	99319890	0.8677	0.8382	0.8165	0.8234	0.8466	0.8165	0.9191	0.7748	0.8607	0.8681	0.4268	0.6439	0.3853	0.8023	0.7322	0.6308	0.8846	0.8692	0.7574	0.6743	0.8659	0.6944	0.7164	0.4709	0.8458
chr14	99321222	99321223	0.9363	0.9256	0.9282	0.0647	0.9055	0.9358	0.8768	0.9338	0.7603	0.9023	0.8987	0.9263	0.8831	0.8829	0.8936	0.923	0.9212	0.9255	0.9329	0.9248	0.9332	0.9271	0.9251	0.9264	0.9266
chr14	99792992	99792993	0.005	0.0583	0.0149	0.0094	0.0152	0.0061	0.0069	0.0035	0.0107	0.5191	0.0066	0.002	0.0046	0.0033	0.0098	0.0684	0.0072	0.0107	0.0108	0.0101	0.0042	0.0097	0.0041	0.0086	0.0132
chr14	99793004	99793005	0.0091	0.0508	0.0145	0.0082	0.0145	0.0108	0.0016	0.0093	0.0064	0.2724	0.0126	0.004225	0.008	0.0058	0.017	0.0747	0.0043	0.0085	0.0102	0.0092	0.0028	0.0084	0.0035	0.0101	0.0032
chr14	100327301	100327302	0.9838	0.9828	0.9824	0.9812	0.9826	0.9836	0.9898	0.9711	0.9868	0.8047	0.9867	0.9856	0.9848	0.9871	0.9808	0.9868	0.9893	0.987	0.9888	0.9879	0.9887	0.9857	0.9886	0.9865	0.9868
chr14	101047714	101047715	0.8568	0.8162	0.7884	0.8466	0.7901	0.8485	0.2215	0.8881	0.8651	0.5653	0.794	0.887825	0.7632	0.8871	0.8322	0.8104	0.869	0.8882	0.8728	0.8933	0.9022	0.8826	0.903	0.8033	0.9061
chr14	101065520	101065521	0.9149	0.8979	0.903	0.9116	0.9006	0.9056	0.9418	0.8559	0.8696	0.8028	0.8512	0.620875	0.7381	0.8167	0.8891	0.8897	0.8842	0.8656	0.902	0.8611	0.7979	0.8684	0.7768	0.8693	0.868
chr14	101065530	101065531	0.8995	0.8936	0.8927	0.8899	0.8972	0.8911	0.9108	0.8784	0.8675	0.8249	0.8793	0.7252	0.8505	0.8725	0.8778	0.8749	0.8891	0.8691	0.9002	0.8808	0.8605	0.8742	0.8486	0.8587	0.8793
chr14	101065564	101065565	0.9684	0.966	0.9629	0.9631	0.9728	0.9643	0.9845	0.9811	0.9777	0.8702	0.9663	0.741425	0.9475	0.9745	0.9614	0.9832	0.9844	0.9852	0.9777	0.9839	0.9695	0.9752	0.9665	0.9851	0.98
